DAY,Time_Stamp,SMS_In,SMS_Out,Call_In,Call_Out,Internet_Activity,Label_Y
1,23055200,0.959886157149715,0.523617490235036,0.49523948311725,0.468477789360364,13.2329682669463,0
1,23055210,0.823469331136084,0.80693026743859,0.325450494045035,0.440014283870278,17.5559885163355,0
1,23055220,0.567751054473312,0.350963648816722,0.457215157607068,0.593802980365299,13.1061484591182,0
1,23055230,0.680442035820756,0.14070121408953,0.326528036285635,0.342736866154125,16.8323077021123,0
1,23055240,0.699601216407644,0.348013298098323,0.37415072236261,0.552251992469722,13.7255292580696,0
1,23055250,0.444127675201577,0.431702002835381,0.43581539416668,0.380590194919707,13.7801921668759,0
1,23055260,0.613415433700188,0.401989958360096,0.399663877134296,0.709615309175741,14.8194310789138,0
1,23055270,0.677577183474657,0.290462017625552,0.565878245995513,0.458463696592267,17.731179237837,0
1,23055280,0.680527534193056,0.380761191664308,0.269601025305463,0.43527662304638,13.7030026521818,0
1,23055290,0.5915623975118,0.35570130964062,0.405025807450795,0.760017349226515,13.8216436351729,0
1,23055300,0.88792511657415,0.452477496783169,0.520128368396337,0.564715205382613,12.6367419473227,0
1,23055310,0.508951235015341,0.383626044010407,0.244626641654076,0.461414047310666,11.9032415563964,0
1,23055320,1.04341562480237,0.425801301398583,0.387115165849105,0.515390707572439,11.8593762469352,0
1,23055330,0.561226083543914,0.479201649993361,0.510114275628241,0.692990747105947,10.5048086089318,0
1,23055340,0.904746456275044,0.339577978144431,0.572488715297211,0.463740128536465,12.1110173304321,0
1,23055350,0.683392386539154,0.647117830587776,0.596667832711397,0.761890157704315,11.1962088235633,0
1,23055360,0.795544596766299,0.460704279445767,0.654390109928769,0.73110057098843,13.0193655301859,0
1,23055370,0.705245422727543,0.303879733860047,0.540903862344126,0.777927990828205,14.8045083285772,0
1,23055380,0.876282950784958,0.442254866723777,0.71372870050704,0.541699128581326,12.920092265073,0
1,23055390,0.465527438641965,0.302802191619447,0.86930470710756,0.486927202082353,12.9230530330703,0
1,23055400,0.640715898577374,0.29627722069005,0.578842689482008,0.492289132398852,11.0628124830328,0
1,23055410,0.524327258099936,0.215538866671391,0.522539947994437,0.598540641189197,11.5643579825093,0
1,23055420,1.02139159186938,0.448449603824171,0.43527662304638,0.415664169711491,11.2752557831277,0
1,23055430,0.832528920582577,0.240513250322778,0.758315537493316,0.620025903001885,13.8640740452967,0
1,23055440,0.751790566563918,0.396174755295598,0.538577781118327,0.644290518788373,19.8346970285635,0
1,23055450,1.03202995413008,0.640592859658378,0.464988667521665,0.674002563263658,15.6997781208232,0
1,23055460,0.847451670919172,0.759478578106215,0.433574811313181,0.678825722459857,12.6822937049095,0
1,23055470,0.878780028755356,0.627713914544183,0.659581043500667,0.694863555583746,14.8566225976401,0
1,23055480,0.807101264183191,0.271473833783263,0.543400940314525,0.545102752047725,12.0870467503092,0
1,23055490,0.804775182957391,0.349800608203822,0.379427154306808,0.540365091223826,13.153882424454,0
1,23055500,0.555116844815822,0.636149234498076,0.432950541820581,0.685718467764954,12.42776198818,0
1,23055510,0.568204327221312,0.45015141555737,0.219113486882389,0.569991637326811,14.9474125849735,0
1,23055520,0.569452866206512,0.688877355774648,0.349176338711223,0.726901681284831,13.3528446868812,0
1,23055530,0.606399649476095,0.359814700971919,0.378888383186508,0.602115261400196,13.9292757967651,0
1,23055540,0.460251006697767,0.278537575832961,0.162100977529918,0.308249620308246,11.655110429296,0
1,23055550,0.554578073695522,0.510738545120841,0.301100379886248,0.51306462634664,11.2573076009793,0
1,23055560,1.1868961928657,0.37236341225711,0.187075361181305,0.400288146626896,12.2013644622964,0
1,23055570,0.838600618763975,0.49827533220795,0.466775977627165,0.514937434824439,12.566860910135,0
1,23055580,0.699601216407644,0.299313069780748,0.563552164769713,0.719752440862833,12.3363630949616,0
1,23055590,0.788113080340901,0.538039009998027,0.350253880951822,0.407976158169194,12.0741560455348,0
1,23055600,0.631827305875481,0.342112596661525,0.0587998194579711,0.354538269027721,12.0775221284545,0
1,23055610,0.617123510109092,0.415125398591191,0.352750958922221,0.270225294798063,10.8753458281554,0
1,23055620,0.708452268562842,0.463201357416166,0.29395113946425,0.397876567028797,9.14283163144209,0
1,23055630,0.648403910119671,0.374689493482909,0.325364995672735,0.141949753074729,9.96664656001477,0
1,23055640,0.619316135136985,0.457215157607068,0.219113486882389,0.241137519815378,8.96737625911087,0
1,23055650,1.06419111875016,0.239888980830178,0.133637472039832,0.0563882398598718,10.3676702553931,0
1,23055660,0.355786808012921,0.330812424361534,0.159774896304119,0.110989169614244,10.9438086719947,0
1,23055670,0.414330132353991,0.320088563728537,0.244002372161476,0.21607763779169,10.6567127372888,0
1,23055680,0.293951139464251,0.110450398493944,0.134800512652732,0.0784122727928598,10.5884973136688,0
1,23055690,0.774977640109805,0.45077568504997,0.105712737670046,0.190025711899704,9.7179065270294,0
1,23055700,0.423475220172784,0.499267376076249,0.0819013946315585,0.349715109831522,9.14252717849959,0
1,23055710,0.592015670259799,0.244626641654076,0.0552251992469722,0.212588515952992,7.89836198116452,0
2,23056260,0.566417017115813,0.186451091688705,0.211425475340092,0.162725247022518,9.57037588906796,0
2,23056270,0.732631385977029,0.147935952883828,0.213751556565891,0.108663088388445,7.53056657536799,0
2,23056280,0.417622476561592,0.386490896356505,0.171576299177715,0.162100977529918,8.42596074891423,0
2,23056290,0.29698698855495,0.458292699847667,0.268976755812863,0.377725342573608,8.68302348021341,0
2,23056300,0.614749471057688,0.189486940779404,0.381838733904907,0.190649981392303,8.37727093787557,0
2,23056310,0.999991828428993,0.347389028605723,0.399663877134296,0.319464294235937,8.59401038570655,0
2,23056320,0.597463098948598,0.21732617677689,0.304050730604647,0.459087966084867,9.4811402360435,0
2,23056330,0.918175932169735,0.302887689991748,0.437602704272179,0.510738545120841,9.8883948666876,0
2,23056340,0.986280076530903,0.383540545638106,0.508865736643041,0.57419052703041,11.1040368410468,0
2,23056350,1.14480643384982,0.416741711952091,0.601037719159597,0.489877552800752,11.445034354921,0
2,23056360,1.11222953702844,0.380590194919707,0.354538269027721,0.624139294333184,11.519162239638,0
2,23056370,1.29814185759684,0.533840120294428,0.628791456784782,0.786779042983402,10.6336229217754,0
2,23056380,0.849067984280071,0.411550778380192,0.756442729015516,0.932879727936125,10.3042417928039,0
2,23056390,0.979669607229204,0.412089549500492,0.850316523265272,0.979669607229204,11.8838855981784,0
2,23056400,0.94592966979492,0.27845207746066,0.611174850846689,0.671052212545259,11.4762772143849,0
2,23056410,1.00821861109159,0.247038221252175,0.821228748282586,0.850940792757871,10.9275003225276,0
2,23056420,0.71248016152184,0.272551376023862,0.888463887694449,0.916303123691935,9.79998026078684,0
2,23056430,1.12411643827433,0.413791361233692,0.684102154404055,0.836813308658476,9.84170090304573,0
2,23056440,1.11750596897263,0.626465375558983,1.05110363634467,0.815866817966088,10.1894694656873,0
2,23056450,0.731639342108729,0.51190158573374,0.674541334383958,1.07831860284956,9.56471766152176,0
2,23056460,1.31775431093173,0.503050533578543,0.492827903519151,0.757776766373016,10.037201166902,0
2,23056470,0.546890062153224,0.159284083009424,0.703175836618644,0.622890755347984,10.1841659104754,0
2,23056480,0.562389124156814,0.353375228414821,0.874581139051758,1.13014017863013,13.8911790749241,0
2,23056490,1.16388011606441,0.35624008076092,1.11742047060033,1.03622884383368,12.9502318014097,0
2,23056500,1.16825000251261,0.514313165331839,0.57490029489531,1.02916510178398,9.43257346392383,0
2,23056510,0.788027581968601,0.493452173011751,0.63701823944738,0.596753331083698,12.9619685404689,0
2,23056520,0.708991039683141,0.378888383186508,0.705501917844443,0.595504792098498,12.7867217054289,0
2,23056530,0.644376017160673,0.317762482502738,0.540365091223826,0.655014379421369,12.8597978287918,0
2,23056540,0.684555427152054,0.358566161986719,0.708281271818241,0.812745470503088,14.2744020655782,0
2,23056550,0.847366172546872,0.304589501724947,0.621188943614785,0.488090242695253,14.2941375578321,0
2,23056560,0.861077924444963,0.489963051173052,0.542152401329325,0.441887092348078,11.3416115003114,0
2,23056570,0.732311569426935,0.696112094568946,0.460704279445766,0.457215157607068,12.5940772190211,0
2,23056580,0.901428331180945,0.361063239957119,0.484515622484254,0.381838733904907,12.8533103984091,0
2,23056590,1.15914245524051,0.567212283353013,0.545102752047725,0.646077828893872,12.0563802025123,0
2,23056600,0.831990149462277,0.428212880996682,0.540903862344126,0.535088659279628,10.5467391308633,0
2,23056610,0.912814001853236,0.510653046748541,0.540989360716426,0.507163924909842,12.9681682238979,0
2,23056620,1.03551907596878,0.432865043448281,0.545102752047725,0.836556813541576,11.6999691250068,0
2,23056630,0.473839719676862,0.230376118635686,0.405564578571094,0.329025114256034,10.5572919947517,0
2,23056640,1.14775678456822,0.674002563263658,0.51306462634664,0.437149431524179,10.6635059629953,0
2,23056650,0.737369046800927,0.220276527495289,0.511362814613441,0.489792054428452,13.7793299752581,0
2,23056660,0.749965715911723,0.283275236656859,0.436354165286979,0.600866722414996,12.8697019846824,0
2,23056670,0.628167187292183,0.191188752512603,0.484062349736254,0.419777561042789,10.471496163359,0
2,23056680,0.974393175285006,0.459626737205167,0.457215157607068,0.276211494607161,11.0519927067486,0
2,23056690,0.919338972782634,0.570701405191711,0.601576490279896,0.51368889583924,10.0542414611731,0
2,23056700,1.13067894975043,0.691288935372748,0.445376214186777,0.813455238367988,11.4557220173886,0
2,23056710,0.861163422817263,0.407437387048894,0.353913999535121,0.405111305823095,12.511797632735,0
2,23056720,0.265487633974165,0.37182464113681,0.329478387004034,0.408514929289493,11.9630451793828,0
2,23056730,0.837181083034175,0.416912708696691,0.383455047265806,0.620479175749885,11.6271273198217,0
2,23056740,1.42504582141599,0.823016058388085,0.324911722924736,0.333677276707632,11.5427288472198,0
2,23056750,1.26410788449897,0.452525454608774,0.43581539416668,0.567665556101012,13.4994737256753,0
2,23056760,0.684016656031755,0.154999694933525,0.599703681802097,0.488090242695253,14.3366208721101,0
2,23056770,0.43224077395568,0.173363609283214,0.543229943569925,0.698352677422446,13.2734932743743,0
2,23056780,0.710692851416341,0.382830777773206,0.700054489155644,0.942893820704221,13.1510704762621,0
2,23056790,1.37513459465991,0.405564578571094,0.459626737205167,0.803612142344492,10.8777365731957,0
2,23056800,0.86814166649466,0.454264806888669,0.469726328345564,0.753577876669417,11.5431925372467,0
2,23056810,0.735667235067728,0.271388335410963,0.600952220787297,0.529689188416435,11.9088120240042,0
2,23056820,1.10757737457684,0.270225294798063,0.752868108804517,0.728688991390331,11.8699173511634,0
2,23056830,0.760017349226515,0.260002664738671,0.622266485855385,0.676328644489458,15.4345519282946,0
2,23056840,0.970647558329407,0.352041191057321,0.782665651652103,0.889541429935049,12.7745678917872,0
2,23056850,1.13121772087073,0.705330921099843,0.679817766328156,0.807015765810891,12.9905704484855,0
2,23056860,0.992757089634695,0.751619569819318,0.699515718035345,0.812292197755089,14.8349183812572,0
2,23056870,1.01170773293029,0.245250911146676,0.846117633561672,0.795630095138599,14.368265442549,0
2,23056880,0.857465763687268,0.247038221252175,0.842628511722974,1.03560457434108,13.7487045719553,0
2,23056890,1.05413948543537,0.715100278411235,0.694239286091147,1.01898001227128,14.2646820084737,0
2,23056900,1.49406827093335,0.698352677422445,0.784367463385302,1.09020550409545,17.5859982004218,0
2,23056910,1.94147787306361,0.874250905222754,0.659127770752668,1.08958123460285,13.4021705270726,0
2,23056920,1.7765857818997,1.22915694862617,0.697728407929845,0.731639342108729,15.3875874483095,0
2,23056930,1.27200443333256,0.57606333550821,0.355077040148021,0.676414142861758,13.3914091258929,0
2,23056940,1.26423092341796,0.624053795960884,0.488090242695253,0.485225390349154,14.2990837559473,0
2,23056950,0.919253474410335,0.453726035768369,0.65135426083807,0.567665556101012,14.1516607932972,0
2,23056960,1.13229526311133,0.596838829455998,0.431077733342781,0.548053102766123,13.5431164766189,0
2,23056970,0.624763563825784,0.464364398029065,0.676952913982057,0.483352581871354,16.7602494035042,0
2,23056980,0.72797922352543,0.521915678501837,0.190564483020004,0.540365091223826,11.6562888335165,0
2,23056990,0.684016656031754,0.119386949021442,0.380675693292008,0.482813810751054,15.9795795992489,0
2,23057000,0.578303918361708,0.192437291497803,0.617614323403786,0.596129061591098,15.8317395620163,0
2,23057010,0.573027486417511,0.169788989072215,0.29511418007715,0.483891352991654,14.7714804205739,0
2,23057020,0.599789180174397,0.26241424433677,0.378178615321608,0.409139198782093,15.9445911228294,0
2,23057030,0.445914985307076,0.0896749045461561,0.327776575270834,0.273714416636762,14.5347363065271,0
2,23057040,0.671052212545259,0.488714512187853,0.436978434779579,0.347389028605723,16.6045774812525,0
2,23057050,0.894988858623847,0.516100475437339,0.13953817347663,0.402614227852696,17.9177054106191,0
2,23057060,0.811753426634789,0.457300655979368,0.239350209709878,0.403691770093295,15.3398557445399,0
2,23057070,0.516639246557639,0.489253283308152,0.377015574708709,0.271302837038663,21.2749035224412,0
2,23057080,0.815242548473487,0.43473785192608,0.135339283773031,0.133013202547232,25.2422740239628,0
2,23057090,0.491040593413651,0.134800512652732,0.243463601041177,0.165675597740917,15.9118690101499,0
2,23057100,0.427049840383783,0.190649981392304,0.21848921738979,0.106875778282946,15.2941691883739,0
2,23057110,0.361687509449719,0.119386949021442,0.134800512652732,0.0297120444752855,14.3021815840899,0
2,23057120,0.759649574850816,0.629586723021982,0.13712659387853,0.163349516515118,13.4258728524184,0
2,23057130,0.333138505587332,0.310575701534045,0.13953817347663,0.190025711899704,11.9556756420094,0
2,23057140,0.747639634685924,0.624053795960884,0.109287357881045,0.320712833221137,12.3224323884933,0
2,23057150,0.676499641234058,0.408061656541494,0.193514833738403,0.160937936917018,11.0184377872852,0
3,23057700,0.487465973202653,0.0813626235112588,0.0819013946315585,0.0290877749826856,6.92958857369419,0
3,23057710,0.566955788236112,0.393848674069798,0.109826129001345,0.0570125093524716,7.23712842613754,0
3,23057720,0.592639939752399,0.0522748485285732,0.110989169614244,0.165675597740917,8.04400939336924,0
3,23057730,0.436439663659279,0.0261374242642866,0.0534378891414728,0.185912320568406,6.9318771143733,0
3,23057740,0.764216238930114,0.106337007162646,0.167462907846416,0.194848871095903,7.84426362436503,0
3,23057750,0.560063042931015,0.189401442407104,0.21732617677689,0.186451091688705,8.89231965195881,0
3,23057760,0.678249410792862,0.244087870533776,0.375938032468109,0.300476110393648,10.1046865127208,0
3,23057770,0.581339767452408,0.116975369423342,0.190649981392304,0.307539852443346,10.9940618922399,0
3,23057780,0.631741807503182,0.301014881513948,0.270764065918363,0.454264806888669,15.7571479872724,0
3,23057790,0.622890755347985,0.561226083543914,0.328315346391134,0.381838733904907,14.2483021818606,0
3,23057800,0.910855695003136,0.68609800180085,0.51244035685404,0.407890659796894,11.315031220578,0
3,23057810,0.856964533113664,0.489792054428452,0.486927202082353,0.519050826155738,10.212778235771,0
3,23057820,0.998828787816093,0.65143975921037,0.486927202082353,0.616365784418586,9.67598776475812,0
3,23057830,0.976180485390505,0.49756556434305,0.533215850801828,0.510114275628241,11.1813186674448,0
3,23057840,0.994629898112494,0.567836552845612,0.543315441942225,0.914515813586436,11.6156172678491,0
3,23057850,0.789814892074101,0.26303851382937,0.484062349736254,0.5913914007672,11.0540984910229,0
3,23057860,0.789729393701801,0.546265792660624,0.365176631288417,0.645453559401272,11.8916111502674,0
3,23057870,0.778514719774109,0.347389028605723,0.466775977627165,0.681066305313355,12.9836401626337,0
3,23057880,0.997041477710594,0.458916969340267,0.726191913419931,0.644376017160673,14.1495161260949,0
3,23057890,0.951744872859418,0.646077828893872,0.514313165331839,0.704792149979543,13.5477803987306,0
3,23057900,0.772443021592711,0.514766438079839,0.352126689429622,0.654928881049069,14.114553430562,0
3,23057910,0.473925218049163,0.363303822810618,0.544478482555125,0.438851243257379,12.7350466878878,0
3,23057920,0.786779042983402,0.322953416074636,0.517263516050239,0.625926604438684,10.673898247418,0
3,23057930,1.02130609349708,0.587069472144606,0.780963839918904,0.514227666959539,14.1631423796207,0
3,23057940,1.13192748873563,1.05342971757047,0.548053102766123,0.708452268562842,14.966742762305,0
3,23057950,1.40842125934619,1.51960720659153,0.672754024278458,0.812377696127388,14.5331679509919,0
3,23057960,0.739327353651027,0.199586531919801,0.485678663097154,0.514227666959539,13.7105431862999,0
3,23057970,0.865020319031661,0.51360339746694,0.348552069218623,0.755279688402617,12.519607340815,0
3,23057980,1.06523112044406,0.331351195481833,0.486302932589753,0.430538962222481,12.9535499265038,0
3,23057990,1.21187057651708,0.428127382624382,0.462038316803266,0.565253976502913,12.6179365198852,0
3,23058000,1.28059899037085,0.190025711899704,0.272551376023862,0.322414644954336,12.7901370885555,0
3,23058010,0.858751843219164,0.29511418007715,0.489253283308152,0.269601025305463,11.4058316251903,0
3,23058020,0.656177420034269,0.326613534657935,0.29395113946425,0.408514929289493,13.9041421760293,0
3,23058030,0.705501917844443,0.355077040148021,0.244087870533776,0.424723759157984,13.3528460292624,0
3,23058040,0.640849354775279,0.274424184501662,0.360438970464519,0.540989360716426,15.1061474795838,0
3,23058050,0.601661988652196,0.199586531919801,0.323577685567236,0.362226280570018,12.2056759736401,0
3,23058060,0.941106510598723,0.606057655986894,0.404401537958195,0.354538269027721,12.4405074770963,0
3,23058070,0.875744179664658,0.277998804712661,0.401989958360096,0.323124412819236,14.2437834756069,0
3,23058080,0.609179003449894,0.283189738284559,0.188238401794204,0.269062254185163,15.4763440476995,0
3,23058090,0.843167282843273,0.545102752047725,0.377639844201309,0.354538269027721,13.1255537175431,0
3,23058100,0.771904250472411,0.321251604341437,0.277913306340361,0.409139198782093,15.1878132136562,0
3,23058110,0.619316135136985,0.405479080198794,0.43581539416668,0.35740312137382,14.9068862351643,0
3,23058120,0.904917453019644,0.362850550062618,0.276125996234861,0.169250217951915,17.0923479073977,0
3,23058130,0.536704972640527,0.457753928727368,0.168001678966716,0.568204327221312,14.1284841370303,0
3,23058140,0.665151511108461,0.490955095041352,0.409763468274693,0.241676290935677,14.5728085898629,0
3,23058150,0.624592567081183,0.245165412774376,0.21795044626949,0.299227571408448,15.0909306935836,0
3,23058160,0.645453559401272,0.214914597178791,0.436354165286979,0.27970061644586,18.0248363416377,0
3,23058170,0.469102058852964,0.179435307464612,0.539116552238627,0.453726035768369,14.7398648404057,0
3,23058180,1.03302199799838,0.390689786060104,0.37236341225711,0.218574715762089,12.1904062834857,0
3,23058190,1.16450438555701,0.331351195481833,0.383540545638106,0.594966020978198,12.8568216971869,0
3,23058200,1.26763454688436,0.57614883388051,0.675704374996857,0.671676482037859,13.1388859354053,0
3,23058210,0.737993316293527,0.836018042421276,0.427588611504082,0.622890755347985,14.1814945343102,0
3,23058220,0.679278995207856,0.65081548971777,0.41807574930959,0.353289730042521,12.9341084699136,0
3,23058230,1.27960694650255,0.518879829411138,0.680527534193056,0.873418098438859,15.3340147605888,0
3,23058240,0.732092614856729,0.219652258002689,0.432865043448281,0.431077733342782,15.8813323146036,0
3,23058250,0.640054088538079,0.532468542390233,0.536166201520227,0.872255057825959,17.2014760281943,0
3,23058260,0.926770489208032,0.438141475392479,0.539740821731226,0.57419052703041,14.2181965821231,0
3,23058270,0.883859683068455,0.49765106271535,0.408514929289493,0.489963051173052,12.5769243031099,0
3,23058280,0.507163924909842,0.390689786060104,0.560063042931015,0.719213669742534,13.0959271714401,0
3,23058290,0.725653142299631,0.331265697109533,0.622351984227685,0.595051519350498,13.916593629282,0
3,23058300,0.57410502865811,0.353289730042521,0.607391693344394,0.565878245995513,15.5881167238907,0
3,23058310,0.764130740557814,0.305838040710147,0.458463696592267,0.624592567081183,12.6674202547798,0
3,23058320,0.719090630823538,0.594966020978199,0.406813117556294,0.412175047872792,14.0526544405801,0
3,23058330,0.733879924962229,0.276125996234862,0.464988667521665,0.66926490243976,13.757283765386,0
3,23058340,1.04744351776137,0.413791361233692,0.573027486417511,0.596753331083698,13.487583220482,0
3,23058350,0.682682618674255,0.468931062108364,0.676243146117157,0.484601120856554,15.4919883255612,0
3,23058360,1.08484357377895,0.442879136216377,0.438226973764779,0.65314157094357,13.3912498888085,0
3,23058370,0.628791456784783,0.388902475954605,0.706040688964743,0.571778947432311,13.3434666232659,0
3,23058380,0.524327258099936,0.464449896401366,0.379427154306808,0.461328548938366,15.3970731872362,0
3,23058390,0.591930171887499,0.326613534657935,0.546351291032924,0.353375228414822,12.2666905950651,0
3,23058400,0.651978530330671,0.336003357933432,0.352126689429622,0.194224601603303,12.4374340874589,0
3,23058410,0.352665460549922,0.298688800288149,0.376562301960709,0.346225987992824,12.253432115915,0
3,23058420,0.525490298712836,0.299313069780749,0.228588808530186,0.355077040148021,13.8620899575601,0
3,23058430,0.80880307591639,0.333053007215033,0.318386751995338,0.698891448542745,11.6459056239914,0
3,23058440,0.981995688455003,0.601490991907596,0.43402808406118,0.359190431479319,12.7562365716556,0
3,23058450,0.518341058290838,0.715883784988239,0.410216741022693,0.65197853033067,13.1799940678317,0
3,23058460,0.862694237805862,0.299937339273349,0.135963553265631,0.649566950732571,11.766797607115,0
3,23058470,0.567041286608412,0.610256545690493,0.45077568504997,0.228050037409887,13.6941620173055,0
3,23058480,0.9945068591935,0.844244825083873,0.406727619183994,0.324201955059836,15.85289459,0
3,23058490,0.473215450184262,0.741200162128827,0.242839331548577,0.274962955621961,13.0427068944875,0
3,23058500,0.87046774772046,0.552337490842022,0.37406522399031,0.427503113131783,13.0435175243323,0
3,23058510,0.921494057263833,0.492203634026551,0.248201261865075,0.168625948459315,13.8343244602747,0
3,23058520,0.755242147855922,0.534512347612633,0.379341655934508,0.245789682266976,12.653670962335,0
3,23058530,0.332599734467033,0.355786808012921,0.164427058755717,0.431077733342781,11.8372549559697,0
3,23058540,0.605151110490895,0.57597783713591,0.0297120444752855,0.189940213527404,11.9421091059694,0
3,23058550,1.35007471263622,1.36814459132231,0.188238401794204,0.212049744832692,12.5528189244079,0
3,23058560,0.543229943569925,0.378802884814208,0.187614132301605,0.134176243160132,13.2881219890473,0
3,23058570,0.65002022348057,0.354991541775721,0.0540621586340726,0.0819013946315585,10.8265510265679,0
3,23058580,0.549130645006723,0.412004051128192,0.0261374242642866,0.109826129001345,9.59918138804725,0
3,23058590,0.623344028095984,0.220276527495289,0.0878875944406567,0.0563882398598718,10.1026851943738,0
4,23059140,0.758854308613616,0.381299962784607,0.462038316803266,0.469102058852964,8.93046701638799,0
4,23059150,0.933380958509729,0.299851840901048,0.488175741067553,0.641878939190273,9.07546437821361,0
4,23059160,1.33009448492563,0.271388335410963,0.404940309078495,0.541613630209026,9.62666460932923,0
4,23059170,1.42616090420328,0.328315346391134,0.375313762975509,0.814165006232888,10.568677665424,0
4,23059180,1.33915407437212,0.429914692729882,0.695402326704046,0.66756309070656,8.75188669264637,0
4,23059190,0.914601311958736,0.477451880434556,0.809341847036689,0.580176726839509,7.5168290425834,0
4,23059200,1.56246645095811,0.306376811830446,0.973401131416706,1.07911386908675,7.76685515510067,0
4,23059210,1.10533679172334,0.616536781163187,0.940567739478422,0.915311079823636,7.84667520396313,0
4,23059220,0.624849062198084,0.567836552845613,1.06157100186076,0.627260641796183,9.0887965960758,0
4,23059230,0.785872497487403,0.833691961195476,0.760102847598815,0.620196899746486,9.00689520144425,0
4,23059240,0.57427602540271,0.766995592903913,0.942355049583922,0.528158373427836,8.32015890892449,0
4,23059250,0.914601311958736,1.17176490523781,0.764216238930113,0.570248132443712,8.03695741097974,0
4,23059260,1.26057080483466,0.595958064846498,0.743979516102625,0.965088850381809,7.15548352662288,0
4,23059270,1.19699578400609,0.566955788236112,0.862779736178162,0.903301139658744,8.40503643516095,0
4,23059280,1.41399172695398,0.318301253623038,0.783828692265003,0.840926699989774,7.23676065176184,0
4,23059290,0.998914286188394,0.510653046748541,0.94717820878012,0.795176822390599,8.94062632501418,0
4,23059300,1.02675352218588,0.270139796425763,1.04985509735947,0.842175238974974,10.8386089245584,0
4,23059310,0.902591371793845,0.380590194919707,0.460875276190367,0.604526840998295,8.50143308826761,0
4,23059320,1.06469234932376,0.720462208727734,0.778013489200505,0.7922264716722,12.6367794878694,0
